year,sno,district,mandal,village,lat_gis,long_gis,gwl,season,pH,EC,TDS,CO3,HCO3,Cl,F,NO3,SO4,Na,K,Ca,Mg,TH,SAR,RSC_meq_L,Classification,Classification_drinking
2018,225,NARAYANPET,Maddur,Maddur,16.857,77.607,13.07,postmonsoon 2018 ,7.61,1248,798.72,0.0,154.4600544,270,0.83,83.04375,15.0,58.30705248,2.79,120.0,48.62,499.9177632,1.133819619,-6.909154175,C3S1,P.S.
2018,226,NARAYANPET,Makthal,Makthal,16.500518,77.500096,13.88,postmonsoon 2018 ,8.36,920,588.8,40.0,192.7563774,140,0.87,2.87885,22.0,101.9702086,2.32,56.0,24.31,239.9588816,2.862048949,-0.144050083,C3S1,P.S.
2018,227,NARAYANPET,Marikal,Marikal,16.592044,77.698167,15.26,postmonsoon 2018 ,8.29,879,562.56,0.0,388.6899247,20,2.04,14.83715,6.0,83.4421257,1.98,72.0,19.448,259.9671053,2.250081889,2.574456388,C3S1,U.S.
2018,228,NARAYANPET,Narayanpet,Kollampally,16.667939,77.616892,7.19,postmonsoon 2018 ,8.76,1170,748.8,100.0,362.6428692,60,2.02,29.2314,8.0,150.7620236,2.5,16.0,53.482,259.9095395,4.06586554,4.054666595,C3S1,U.S.
2018,229,NARAYANPET,Narayanpet,Kotakonda,16.754004,77.637795,7.99,postmonsoon 2018 ,8.06,1704,1090.56,0.0,167.347134,350,0.75,192.88295,26.0,180.0455177,7.2,96.0,53.482,459.9095395,3.650213517,-5.85124811,C3S1,P.S.
2018,230,NARAYANPET,Narayanpet,Narayanapet,16.7423,77.4812,14.71,postmonsoon 2018 ,7.49,1596,1021.44,0.0,373.5708319,190,1.11,144.16395,31.0,111.6911638,2.61,64.0,97.24,559.8355263,2.052394078,-3.725293888,C3S1,P.S.
2018,231,NARAYANPET,Narva,Narva,16.4706,77.6567,18.51,postmonsoon 2018 ,8.19,1878,1201.92,0.0,536.4386198,240,1.35,42.0755,20.0,215.3232932,0.36,32.0,97.24,479.8355263,4.273827386,1.132061869,C3S1,P.S.
2018,232,NARAYANPET,Utkoor,Utkoor,16.6407,77.5003,7.56,postmonsoon 2018 ,8.12,957,612.48,0.0,241.1174051,120,0.56,55.3625,18.0,100.1396797,4.41,56.0,29.172,259.9506579,2.70042986,-0.376665055,C3S1,P.S.
2018,233,NARAYANPET,Utkoor,Chinnaporla,16.581217,77.516956,8.8,postmonsoon 2018 ,7.9,3500,2240.0,0.0,415.1882403,720,1.43,310.03,50.0,422.9361745,6.5,104.0,140.998,839.7615132,6.345546243,-8.491465458,C4S2,P.S.
2018,234,NIRMAL,Kadam,Kadam,19.096611,78.775944,2.01,postmonsoon 2018 ,8.16,645,412.8,0.0,210.0,50,1.27,32.21090909,47.0,53.0,3.0,32.0,38.896,239.9342105,1.48765404,-0.598684211,C2S1,P.S.
2018,235,NIRMAL,Khanapur,Khanapur,19.047089,78.662131,6.33,postmonsoon 2018 ,8.18,654,418.56,0.0,210.0,40,0.48,46.10186364,67.0,61.0,2.0,32.0,38.896,239.9342105,1.712205593,-0.598684211,C2S1,P.S.
2018,236,NIRMAL,Kubeer,Kubeer,19.2495,77.945833,4.53,postmonsoon 2018 ,8.33,590,377.6,0.0,200.0,40,0.64,44.29,35.0,59.0,2.0,24.0,34.034,199.9424342,1.814143713,0.001151316,C2S1,P.S.
2018,237,NIRMAL,Kuntala,Kuntala,19.1693,78.1004,11.59,postmonsoon 2018 ,8.24,918,587.52,0.0,230.0,90,1.05,27.17795455,109.0,87.0,5.0,32.0,53.482,299.9095395,2.184219483,-1.398190789,C3S1,P.S.
2018,238,NIRMAL,Laxmanchanda,Laxmanchanda,19.017055,78.460861,1.76,postmonsoon 2018 ,8.27,554,354.56,0.0,130.0,60,0.23,34.42540909,72.0,63.0,1.0,24.0,29.172,179.9506579,2.04190717,-0.999013158,C2S1,P.S.
2018,239,NIRMAL,Lokeswaram,Abdullapur,18.9703,78.0378,14.39,postmonsoon 2018 ,8.26,441,282.24,0.0,80.0,70,0.34,27.58059091,44.0,57.0,3.0,24.0,14.586,119.9753289,2.262564897,-0.799506579,C2S1,P.S.
2018,240,NIRMAL,Lokeswaram,Lokeswaram,19.0245,78.0899,8.63,postmonsoon 2018 ,8.29,446,285.44,0.0,180.0,20,0.67,7.650090909,16.0,41.0,3.0,16.0,24.31,139.9588816,1.506800616,0.800822368,C2S1,P.S.
2018,241,NIRMAL,Mamada,Mamada,19.077972,78.522916,2.52,postmonsoon 2018 ,8.01,620,396.8,0.0,160.0,70,0.66,43.88736364,73.0,69.0,2.0,32.0,34.034,219.9424342,2.022864259,-1.198848684,C2S1,P.S.
2018,242,NIRMAL,Nirmal,Nirmal,19.092416,78.343527,2.57,postmonsoon 2018 ,8.32,342,218.88,20.0,90.0,30,0.31,2.617136364,39.0,43.0,2.0,16.0,14.586,99.97532895,1.869795881,0.200493421,C2S1,P.S.
2018,243,NIRMAL,Sarangapur,Beeravelly,19.139638,78.261972,12.82,postmonsoon 2018 ,8.1,546,349.44,0.0,180.0,40,1.26,32.41222727,45.0,60.0,2.0,24.0,29.172,179.9506579,1.944673495,0.000986842,C2S1,P.S.
2018,244,NIRMAL,Tanur,Bhosi,19.109333,77.879444,25.08,postmonsoon 2018 ,8.27,1095,700.8,0.0,180.0,170,0.17,182.7969091,112.0,148.0,3.0,40.0,63.206,359.8930921,3.391931898,-3.597861842,C3S1,P.S.
2018,245,NIZAMABAD,Armoor,perkit,18.808,78.315,8.67,postmonsoon 2018 ,7.59,1302,833.28,0.0,255.417806,140,1.1,209.27025,22.0,79.85293591,3.14,96.0,58.344,479.9013158,1.58484605,-4.489670196,C3S1,P.S.
2018,246,NIZAMABAD,Bheemgal,Bheemgal,18.715,78.442,10.93,postmonsoon 2018 ,7.42,2430,1555.2,0.0,452.601682,470,0.83,78.8362,23.0,147.4961885,5.3,96.0,160.446,899.7286184,2.137948277,-8.942538729,C4S1,P.S.
2018,247,NIZAMABAD,Bodhan,Bodhan,18.6705,77.8925,4.75,postmonsoon 2018 ,7.24,1856,1187.84,0.0,403.8887012,250,0.964,162.5443,30.0,171.5126738,3.5,176.0,29.172,559.9506579,3.151327228,-3.121239135,C3S1,P.S.
2018,248,NIZAMABAD,Darpally,Ramadugu,18.613,78.309,8.13,postmonsoon 2018 ,7.23,1173,750.72,0.0,228.6890146,230,1.24,8.437245,20.0,87.66690542,1.46,80.0,48.62,399.9177632,1.905998231,-3.424574971,C3S1,P.S.
2018,249,NIZAMABAD,Dichpally,Yanampally,18.627,78.249,7.83,postmonsoon 2018 ,7.92,587,375.68,0.0,211.199135,40,1.0,12.97697,12.0,34.05380163,1.9,64.0,14.586,219.9753289,0.99827634,-0.175523878,C2S1,P.S.
2018,250,NIZAMABAD,Indalwai,Gannaram,18.512497,78.234885,3.8,postmonsoon 2018 ,7.08,1728,1105.92,0.0,207.1695842,300,0.699,240.4947,30.0,95.43079899,4.11,192.0,43.758,659.9259868,1.615150918,-9.055128052,C3S1,P.S.
2018,251,NIZAMABAD,Jakrampally,Jakrampally,18.7072,78.2716,10.57,postmonsoon 2018 ,7.59,649,415.36,0.0,178.8319982,70,0.928,37.42505,13.0,38.98749683,2.37,56.0,24.31,239.9588816,1.094281613,-1.222537667,C2S1,P.S.
2018,252,NIZAMABAD,Kammarapalli,Inayathnagar,18.708681,78.564875,5.49,postmonsoon 2018 ,7.52,1778,1137.92,0.0,325.8779176,300,1.08,122.6833,31.0,121.9907584,41.27,152.0,48.62,579.9177632,2.202499859,-5.080796912,C3S1,P.S.
2018,253,NIZAMABAD,Kotagiri,Kallur,18.515955,77.77381,9.73,postmonsoon 2018 ,7.59,1919,1228.16,0.0,412.4614016,260,1.27,38.75375,134.0,215.73876,0.16,96.0,63.206,499.8930921,4.195287948,-1.748633811,C3S1,P.S.
2018,254,NIZAMABAD,Morthad,Morthad,18.826,78.449,16.24,postmonsoon 2018 ,7.4,1404,898.56,0.0,157.1197349,260,0.852,189.1183,18.0,76.33240433,2.46,152.0,38.896,539.9342105,1.428271214,-7.656289512,C3S1,P.S.
2018,255,NIZAMABAD,Mugpal,Manchippa,18.539,78.114,2.77,postmonsoon 2018 ,7.68,1506,963.84,0.0,318.5676553,180,0.969,186.23945,22.0,107.1757466,5.96,128.0,48.62,519.9177632,2.043625691,-4.027002157,C3S1,P.S.
2018,256,NIZAMABAD,Mupkal,Mupkal,18.912998,78.361616,17.52,postmonsoon 2018 ,7.65,1161,743.04,0.0,256.247806,140,0.928,125.56215,19.0,84.98350433,1.27,96.0,38.896,399.9342105,1.847619434,-2.873728091,C3S1,P.S.
2018,257,NIZAMABAD,Nandipet,Ailapoor,18.853,78.114,5.94,postmonsoon 2018 ,7.73,1356,867.84,0.0,336.8176553,180,1.13,79.2791,16.0,111.5437787,1.89,56.0,72.93,439.8766447,2.312341986,-2.061179789,C3S1,P.S.
2018,258,NIZAMABAD,Nandipet,Nutpally,18.9365,78.2182,3.66,postmonsoon 2018 ,7.63,1007,644.48,0.0,207.1741592,160,1.09,56.91265,19.0,104.2529963,1.51,80.0,19.448,279.9671053,2.708988779,-1.455858921,C3S1,P.S.
2018,259,NIZAMABAD,Nandipet,Velmal,18.831,78.143,10.47,postmonsoon 2018 ,7.16,1475,944.0,0.0,286.1175167,280,0.756,10.6296,39.0,157.598808,1.8,128.0,19.448,399.9671053,3.426201927,-2.276991771,C3S1,P.S.
2018,260,NIZAMABAD,Nizamabad,Arsapally,18.685342,78.06863,3.95,postmonsoon 2018 ,7.6,1339,856.96,0.0,381.4181255,150,1.2,65.9921,16.0,70.41989156,2.54,72.0,82.654,519.8601974,1.342839885,-2.768841438,C3S1,P.S.
2018,261,NIZAMABAD,Renjal,Dupally,18.733,77.991,14.0,postmonsoon 2018 ,7.52,1778,1137.92,0.0,325.8779176,300,1.08,122.6833,31.0,121.9907584,41.27,152.0,48.62,579.9177632,2.202499859,-5.080796912,C3S1,P.S.
2018,262,NIZAMABAD,Rudrur,Rayakur,18.6102,77.8575,12.36,postmonsoon 2018 ,7.81,1249,799.36,0.0,307.1994847,200,1.74,17.93745,14.0,67.8796969,2.59,64.0,77.792,479.8684211,1.347258626,-3.453378726,C3S1,P.S.
2018,263,NIZAMABAD,Sirikonda,Peddavolgote,18.604,78.426,6.33,postmonsoon 2018 ,7.97,1174,751.36,0.0,398.9585896,90,1.35,41.41115,21.0,104.6739926,4.21,80.0,38.896,359.9342105,2.398829551,0.780487581,C3S1,P.S.
2018,264,NIZAMABAD,Vailpoor,Ankushpur,18.811,78.396,3.98,postmonsoon 2018 ,7.24,1268,811.52,0.0,282.2985263,170,0.913,105.18875,20.0,80.5001113,4.24,104.0,48.62,459.9177632,1.632031561,-3.552384737,C3S1,P.S.
2018,265,NIZAMABAD,Vailpoor,Vailpoor,18.773,78.386,16.52,postmonsoon 2018 ,7.21,1549,991.36,0.0,251.4352232,320,0.871,56.2483,18.0,109.548683,3.28,120.0,58.344,539.9013158,2.049850234,-5.769321852,C3S1,P.S.
2018,266,NIZAMABAD,Varni,Varni,18.543,77.903,6.83,postmonsoon 2018 ,7.7,813,520.32,0.0,341.360006,30,1.48,14.239235,7.0,59.43722198,1.11,48.0,38.896,279.9342105,1.544552514,1.22851591,C3S1,P.S.
2018,267,NIZAMABAD,Yedapalli,Yedapalli,18.678,77.954,13.27,postmonsoon 2018 ,7.75,1186,759.04,0.0,411.6723991,90,2.17,34.302605,20.0,154.8754567,1.8,48.0,34.034,259.9424342,4.176535463,3.034599297,C3S1,U.S.
2018,268,PEDDAPALLY,Dharmaram,Dharmaram,18.7453,79.1872,3.95,postmonsoon 2018 ,7.92,1552,993.28,0.0,200.0,270,0.74,31.003,178.0,209.0,28.0,40.0,48.62,299.9177632,5.247076015,-1.998355263,C3S1,P.S.
2018,269,PEDDAPALLY,Eligedu,Eligedu,18.552157,79.260942,9.34,postmonsoon 2018 ,8.14,763,488.32,0.0,130.0,120,1.39,17.11204545,79.0,84.0,10.0,32.0,29.172,199.9506579,2.582795561,-1.399013158,C3S1,P.S.
2018,270,PEDDAPALLY,Julapalli,Julapalli,18.6205,79.2492,3.98,postmonsoon 2018 ,7.03,1699,1087.36,0.0,120.0,190,4.43,1.811863636,180.0,136.0,1.0,40.0,43.758,279.9259868,3.534186498,-3.198519737,C3S1,P.S.
2018,271,PEDDAPALLY,Odella,Odella,18.4528,79.46,3.66,postmonsoon 2018 ,7.92,1250,800.0,0.0,130.0,230,0.35,89.18395455,96.0,182.0,8.0,48.0,24.31,219.9588816,5.335471453,-1.799177632,C3S1,P.S.
2018,272,PEDDAPALLY,Peddapalli,Peddapalli,18.6017,79.39,4.95,postmonsoon 2018 ,8.11,1210,774.4,0.0,150.0,180,1.49,110.9263182,86.0,145.0,21.0,48.0,29.172,239.9506579,4.06985741,-1.799013158,C3S1,P.S.
2018,273,RANGAREDDY,Chevella,Alur,17.324,78.064,9.36,postmonsoon 2018 ,8.55,580,371.2,60.0,178.9222242,10,0.71,33.2175,7.0,14.1310685,1.75,48.0,34.034,259.9424342,0.381073347,-0.420404199,C2S1,P.S.
2018,274,RANGAREDDY,Amangal,Amangal,16.8442,78.5425,10.18,postmonsoon 2018 ,7.53,1872,1198.08,0.0,320.7805306,270,0.65,239.166,31.0,121.5265423,1.0,168.0,63.206,679.8930921,2.026389802,-7.182251231,C3S1,P.S.
2018,275,RANGAREDDY,Chevella,Dharmasagar,17.336,78.154,22.51,postmonsoon 2018 ,8.47,900,576.0,100.0,187.5182701,80,0.7,40.52535,12.0,32.06496904,3.8,88.0,38.896,379.9342105,0.71523505,-1.848318809,C3S1,P.S.
2018,276,RANGAREDDY,Serilingampally,Gachibowli,17.43,78.368,,postmonsoon 2018 ,8.5,463,296.32,60.0,54.79771251,70,0.58,2.6574,13.0,41.8859952,2.17,40.0,9.724,139.9835526,1.539226377,-0.503716802,C2S1,P.S.
2018,277,RANGAREDDY,Kandukur,Kandukur,17.08,78.48,12.79,postmonsoon 2018 ,7.9,955,611.2,0.0,362.193264,50,1.84,35.432,11.0,82.63768615,2.1,64.0,34.034,299.9424342,2.074585588,1.245016597,C4S2,P.S.
2018,278,RANGAREDDY,Keshampet,Keshampet,16.943945,78.329383,14.13,postmonsoon 2018 ,7.59,1870,1196.8,0.0,148.31714,380,0.62,272.3835,21.0,101.4417798,3.1,152.0,82.654,719.8601974,1.643860438,-11.43086115,C3S1,P.S.
2018,279,RANGAREDDY,Kothur,Kothur,17.1587,78.2879,12.3,postmonsoon 2018 ,7.56,2350,1504.0,0.0,190.4826464,530,0.65,205.9485,57.0,257.8130012,5.0,144.0,63.206,619.8930921,4.50213569,-8.588208913,C4S1,P.S.
2018,280,RANGAREDDY,Madgula,Madgula,16.843335,78.687875,12.56,postmonsoon 2018 ,7.75,1262,807.68,0.0,312.8174172,180,0.97,42.29695,23.0,98.64370488,2.3,96.0,43.758,419.9259868,2.092932218,-2.142171393,C3S1,P.S.
2018,281,RANGAREDDY,Maheswaram,Maheswaram,17.135,78.439,24.07,postmonsoon 2018 ,7.9,1130,723.2,0.0,262.8738397,150,1.64,88.58,13.0,76.98178831,2.65,72.0,53.482,399.9095395,1.673706403,-2.740713995,C3S1,P.S.
2018,282,RANGAREDDY,Manchal,Manchal,17.16,78.739,14.85,postmonsoon 2018 ,8.39,1943,1243.52,40.0,324.8120526,340,4.77,101.867,34.0,257.3996798,1.4,32.0,82.654,419.8601974,5.461699647,-1.100962895,C3S1,P.S.
2018,283,RANGAREDDY,Ibrahimpatnam,Mangalpally,17.22,78.598,10.95,postmonsoon 2018 ,8.57,970,620.8,80.0,254.8333454,60,1.59,59.7915,12.0,94.31462036,3.8,72.0,24.31,279.9588816,2.45077849,1.097489277,C3S1,P.S.
2018,284,RANGAREDDY,Moinabad,Moinabad,17.33,78.29,18.45,postmonsoon 2018 ,7.82,1184,757.76,0.0,315.3506571,110,0.99,108.5105,27.0,51.88061293,4.1,88.0,63.206,479.8930921,1.029686486,-3.290848701,C3S1,P.S.
2018,285,RANGAREDDY,Shamshabad,Palmokole,17.204,78.301,12.86,postmonsoon 2018 ,8.34,1010,646.4,40.0,309.9444606,80,1.66,25.46675,16.0,141.4692268,2.0,32.0,29.172,199.9506579,4.349834416,2.999876053,C3S1,U.S.
2018,286,RANGAREDDY,Rajender Nagar,Rajender Nagar,17.316,78.405,10.72,postmonsoon 2018 ,7.56,4860,3110.4,0.0,556.1109258,1050,1.72,44.29,320.0,161.7915062,2.3,488.0,213.928,2099.638158,1.535167097,-30.87054464,C4S1,P.S.
2018,287,RANGAREDDY,Farooqnagar,Shadnagar,17.063191,78.184623,37.68,postmonsoon 2018 ,7.72,1734,1109.76,0.0,316.7534751,310,2.05,106.296,18.0,97.65486215,2.75,128.0,82.654,659.8601974,1.652875221,-6.862134445,C3S1,P.S.
2018,288,RANGAREDDY,Shahbad,Shahbad,17.202,78.104,20.52,postmonsoon 2018 ,8.27,473,302.72,0.0,190.7854009,20,1.19,9.7438,7.0,25.95773746,1.93,40.0,19.448,179.9671053,0.841283622,0.216365912,C2S1,P.S.
2018,289,RANGAREDDY,Shankarpalli,Shankarpalli,17.453,78.131,18.7,postmonsoon 2018 ,7.89,1033,661.12,0.0,198.8604311,170,0.58,70.864,15.0,55.10541238,1.54,64.0,58.344,399.9013158,1.198091547,-4.020817694,C3S1,P.S.
2018,290,RANGAREDDY,Talakondapalli,Talakondapalli,16.89,78.413,24.55,postmonsoon 2018 ,8.0,782,500.48,0.0,269.640006,30,1.49,84.151,7.0,33.36323429,1.92,56.0,43.758,319.9259868,0.810990095,-1.005719616,C3S1,P.S.
2018,291,RANGAREDDY,Yacharam,Yacharam,17.05,78.67,20.26,postmonsoon 2018 ,8.45,1090,697.6,40.0,317.513903,70,2.11,77.5075,20.0,39.58012307,3.51,104.0,48.62,459.9177632,0.802433798,-2.048077203,C3S1,P.S.
2018,292,SANGAREDDY,Andole,Jogipet,17.835805,78.072972,22.98,postmonsoon 2018 ,6.96,1466,938.24,0.0,353.6688518,210,1.47,70.864,18.0,118.3005616,2.57,64.0,77.792,479.8684211,2.347998877,-2.523991385,C3S1,P.S.
2018,293,SANGAREDDY,Gummadiddla,Gummadiddla,17.6849,78.3679,22.35,postmonsoon 2018 ,7.58,1961,1255.04,0.0,456.6510068,270,0.53,139.5135,20.0,136.6798124,213.7,72.0,58.344,419.9013158,2.900032869,0.73499382,C3S1,P.S.
2018,294,SANGAREDDY,Hathnoora,Borapatla,17.6713,78.1571,26.33,postmonsoon 2018 ,7.71,617,394.88,0.0,209.4435835,60,1.46,3.76465,8.0,31.34381556,2.74,40.0,34.034,239.9424342,0.879772731,-0.609977014,C2S1,P.S.
2018,295,SANGAREDDY,Hathnoora,Nasthipur,17.7047,78.2185,33.03,postmonsoon 2018 ,7.65,749,479.36,0.0,184.1423177,80,1.75,70.864,16.0,43.85447438,2.32,56.0,34.034,279.9424342,1.139598075,-1.91600233,C2S1,P.S.
2018,296,SANGAREDDY,Jinnaram,Ootla,17.6309,78.3194,21.13,postmonsoon 2018 ,7.17,982,628.48,0.0,158.0539332,220,1.14,20.8163,1.0,88.21230163,3.26,96.0,14.586,299.9753289,2.214412624,-2.838427915,C3S1,P.S.
2018,297,SANGAREDDY,Kalher,Bachapally,18.1386,77.868,33.19,postmonsoon 2018 ,7.49,1486,951.04,0.0,407.3121038,200,1.25,34.1033,18.0,105.0818557,1.66,80.0,77.792,519.8684211,2.003794494,-2.251126345,C3S1,P.S.
2018,298,SANGAREDDY,Kalher,Meerkhanpally,18.1237,77.8515,23.53,postmonsoon 2018 ,7.33,1349,863.36,0.0,351.6264648,180,1.82,46.28305,24.0,155.5836327,2.4,88.0,29.172,339.9506579,3.66883456,0.233516139,C3S1,P.S.
2018,299,SANGAREDDY,Kandi,Byathole,17.6111,78.1892,31.94,postmonsoon 2018 ,7.42,1860,1190.4,0.0,171.8999814,400,1.79,192.6615,28.25,208.3860012,5.0,88.0,63.206,479.8930921,4.13588501,-6.159862215,C3S1,P.S.
2018,300,SANGAREDDY,Patancheru,Isnapur,17.5519,78.2006,12.78,postmonsoon 2018 ,7.87,1066,682.24,0.0,265.8204311,170,1.55,11.9583,12.0,89.49147492,3.01,72.0,38.896,339.9342105,2.110359254,-1.482275589,C3S1,P.S.
2018,301,SANGAREDDY,Patancheru,Patancheruvu,17.525833,78.270166,11.68,postmonsoon 2018 ,7.5,619,396.16,0.0,167.3295201,80,1.74,14.1728,14.25,41.53655991,1.81,72.0,9.724,219.9835526,1.217608254,-1.053080651,C2S1,P.S.
2018,302,SANGAREDDY,R.C.Puram,R.C.Puram,17.5091,78.3003,28.03,postmonsoon 2018 ,7.32,920,588.8,0.0,226.2310798,140,1.91,19.0447,15.75,74.60801819,1.89,112.0,4.862,299.9917763,1.872849991,-1.475213931,C3S1,P.S.
2018,303,SIDDIPET,Gajwel,Gajwel,17.8447,78.6847,18.64,postmonsoon 2018 ,8.15,617,394.88,0.0,139.8927818,20,0.97,154.79355,12.0,22.93834923,1.37,72.0,19.448,259.9671053,0.618550447,-2.401486469,C2S1,P.S.
2018,304,SIDDIPET,Jagdevpur,Munigadapa,17.8133,78.8242,20.7,postmonsoon 2018 ,8.1,882,564.48,0.0,198.4039151,130,1.65,47.3903,16.0,74.85415728,2.15,48.0,38.896,279.9342105,1.945181368,-1.630605909,C3S1,P.S.
2018,305,SIDDIPET,Mirdoddi,Bhoompalli,18.1208,78.5972,19.14,postmonsoon 2018 ,8.43,1198,766.72,80.0,260.8060579,130,1.48,60.89875,19.0,111.089953,2.8,56.0,53.482,359.9095395,2.545952332,-0.382069631,C3S1,P.S.
2018,306,SIDDIPET,Mulugu,Mulugu,17.7214,78.6333,41.07,postmonsoon 2018 ,7.85,747,478.08,0.0,309.7554822,30,2.95,15.5015,5.0,52.41760271,2.6,64.0,24.31,259.9588816,1.413503828,0.995932013,C2S1,P.S.
2018,307,SIDDIPET,Nanganur,Rampur,18.0888,78.9925,10.5,postmonsoon 2018 ,10.44,318,203.52,60.0,41.47786319,30,1.04,3.9861,10.0,26.43778932,2.45,24.0,9.724,99.98355263,1.149563641,0.029886211,C2S1,P.S.
2018,308,SIDDIPET,Raipole,Raipole,17.9256,78.6181,26.7,postmonsoon 2018 ,8.34,572,366.08,60.0,78.74873419,20,1.47,133.7558,8.0,20.88274977,2.74,56.0,24.31,239.9588816,0.586126604,-2.024202948,C2S1,P.S.
2018,309,SIDDIPET,Siddipet,Siddipet,18.1033,78.8375,7.02,postmonsoon 2018 ,8.22,861,551.04,0.0,197.8831194,120,1.5,50.0477,18.0,70.29350433,1.61,48.0,38.896,279.9342105,1.826666947,-1.641021822,C3S1,P.S.
2018,310,SIDDIPET,Wargal,Majidpalli,17.8233,78.5866,8.55,postmonsoon 2018 ,8.53,383,245.12,40.0,109.8365913,20,0.64,3.9861,8.0,13.96250217,2.42,32.0,19.448,159.9671053,0.479976611,-0.202610279,C2S1,P.S.
2018,311,SIRCILLA,Gambhiraopet,Narmal,18.283725,78.552568,12.67,postmonsoon 2018 ,7.19,1240,793.6,0.0,290.0,150,1.29,56.36909091,82.0,196.0,9.0,56.0,14.586,199.9753289,6.026151217,1.800493421,C3S1,MR
2018,312,SIRCILLA,Illanthakunta,Illanthukunta,18.311944,78.956388,18.9,postmonsoon 2018 ,8.28,1009,645.76,0.0,180.0,210,1.26,34.82804545,85.0,179.0,7.0,80.0,5.0,200.0,5.503135384,-0.4,C3S1,P.S.
2018,313,SIRCILLA,Konaraopet,Nizamabad,18.4703,78.7189,9.95,postmonsoon 2018 ,8.12,726,464.64,0.0,270.0,30,1.11,64.42181818,29.0,116.0,5.0,32.0,14.586,139.9753289,4.262892735,2.600493421,C2S1,U.S.
2018,314,SIRCILLA,Sircilla,Sircilla(urban),18.35555,78.78308,15.18,postmonsoon 2018 ,8.14,2019,1292.16,0.0,410.0,360,1.03,41.87418182,108.0,199.0,11.0,80.0,102.102,619.8273026,3.475280705,-4.196546053,C3S1,P.S.
2018,315,SIRCILLA,Vemulawada,Vemulawada(rural),18.486422,78.863888,24.95,postmonsoon 2018 ,7.89,1556,995.84,0.0,280.0,230,1.77,102.6722727,100.0,136.0,34.0,80.0,58.344,439.9013158,2.819249044,-3.198026316,C3S1,P.S.
2018,316,SIRCILLA,Yellareddipet,Racherla Boppaspur,18.377197,78.616814,25.49,postmonsoon 2018 ,7.96,903,577.92,0.0,220.0,130,0.94,52.34272727,79.0,132.0,2.0,56.0,24.31,239.9588816,3.704910155,-0.399177632,C3S1,P.S.
2018,317,SURYAPET,Arvapally,Kodur,17.316549,79.622842,16.45,postmonsoon 2018 ,8.09,990,633.6,0.0,370.0174684,40,1.15,65.9921,10.0,82.12910913,1.14,80.0,29.172,319.9506579,1.996309035,1.00133621,C3S1,P.S.
2018,318,SURYAPET,Arvapally,Nagaram,17.386693,79.496965,10.92,postmonsoon 2018 ,8.14,1363,872.32,0.0,255.5747349,260,0.98,41.85405,18.0,85.40600488,2.13,128.0,43.758,499.9259868,1.660763206,-4.887025039,C3S1,P.S.
2018,319,SURYAPET,Chivemla,B. Chandupatla,17.141752,79.718667,5.68,postmonsoon 2018 ,7.98,1019,652.16,0.0,372.0712839,70,1.61,28.7885,10.0,69.61665085,2.59,88.0,34.034,359.9424342,1.59539698,0.242576995,C3S1,P.S.
2018,320,SURYAPET,Mattampalle,Raghunadhapalem,16.753544,79.885324,8.16,postmonsoon 2018 ,7.86,1600,1024.0,0.0,260.7941141,330,1.42,11.9583,54.0,168.1888332,1.9,120.0,34.034,439.9424342,3.486353295,-3.582966402,C3S1,P.S.
2018,321,SURYAPET,Mellacheruvu,Mellacheruvu,16.83738,79.904517,6.09,postmonsoon 2018 ,7.88,1292,826.88,0.0,413.1396294,130,1.02,9.52235,34.0,105.7912749,1.99,104.0,38.896,419.9342105,2.244560866,-0.135891623,C3S1,P.S.
2018,322,SURYAPET,Nuthankal,Nuthankal,17.333829,79.691828,9.37,postmonsoon 2018 ,8.06,953,609.92,0.0,367.6615974,50,1.24,26.1311,12.0,36.05333963,2.31,96.0,38.896,399.9342105,0.783832715,-0.645452263,C3S1,P.S.
2018,323,SURYAPET,Thungathurthi,Thungathurthi,17.398742,79.59122,2.69,postmonsoon 2018 ,7.99,1544,988.16,0.0,284.9221219,290,1.11,60.2344,21.0,106.0090289,7.31,136.0,48.62,539.9177632,1.983586813,-5.099912825,C3S1,P.S.
2018,324,VIKARABAD,Bantwaram,Bantwaram,17.445,77.696,43.17,postmonsoon 2018 ,7.44,610,390.4,0.0,152.8008078,70,0.61,50.9335,9.0,48.81981502,1.54,32.0,29.172,199.9506579,1.501090494,-0.942997003,C2S1,P.S.
2018,325,VIKARABAD,Basheerabad,Basheerabad,17.211,77.444,16.63,postmonsoon 2018 ,7.64,1330,851.2,0.0,161.7925107,250,0.92,152.8005,20.0,114.0632183,2.96,72.0,58.344,419.9013158,2.420160493,-5.162176102,C3S1,P.S.
2018,326,VIKARABAD,Bomraspet,Bomraspet,17.164004,77.719418,24.27,postmonsoon 2018 ,8.56,670,428.8,40.0,193.5357264,60,1.24,6.42205,8.0,81.55781502,0.86,16.0,29.172,159.9506579,2.803785148,1.47170137,C2S1,MR
2018,327,VIKARABAD,Dharoor,Dharoor,17.303,77.774,12.45,postmonsoon 2018 ,7.82,980,627.2,0.0,132.4873479,230,1.13,15.72295,15.0,51.42502361,2.5,64.0,53.482,379.9095395,1.147113958,-4.948443831,C3S1,P.S.
2018,328,VIKARABAD,Doma,Doma,17.088,77.836,16.19,postmonsoon 2018 ,7.53,1371,877.44,0.0,211.5260128,300,1.5,31.4459,18.0,67.52827872,4.44,96.0,72.93,539.8766447,1.263602783,-6.567012639,C3S1,P.S.
